shortfall_hours,max_shortfall_kw,storm_sols,reliability,sim,scenario
0.0,0.0,0,1.0,500,6p Solar+Fission
0.0,0.0,32,1.0,501,6p Solar+Fission
0.0,0.0,15,1.0,502,6p Solar+Fission
0.0,0.0,4,1.0,503,6p Solar+Fission
0.0,0.0,12,1.0,504,6p Solar+Fission
0.0,0.0,32,1.0,505,6p Solar+Fission
0.0,0.0,39,1.0,506,6p Solar+Fission
0.0,0.0,66,1.0,507,6p Solar+Fission
0.0,0.0,27,1.0,508,6p Solar+Fission
0.0,0.0,2,1.0,509,6p Solar+Fission
0.0,0.0,19,1.0,510,6p Solar+Fission
0.0,0.0,1,1.0,511,6p Solar+Fission
0.0,0.0,47,1.0,512,6p Solar+Fission
0.0,0.0,31,1.0,513,6p Solar+Fission
0.0,0.0,4,1.0,514,6p Solar+Fission
0.0,0.0,85,1.0,515,6p Solar+Fission
0.0,0.0,2,1.0,516,6p Solar+Fission
0.0,0.0,7,1.0,517,6p Solar+Fission
0.0,0.0,4,1.0,518,6p Solar+Fission
0.0,0.0,32,1.0,519,6p Solar+Fission
0.0,0.0,63,1.0,520,6p Solar+Fission
0.0,0.0,17,1.0,521,6p Solar+Fission
0.0,0.0,22,1.0,522,6p Solar+Fission
0.0,0.0,32,1.0,523,6p Solar+Fission
0.0,0.0,7,1.0,524,6p Solar+Fission
0.0,0.0,58,1.0,525,6p Solar+Fission
0.0,0.0,45,1.0,526,6p Solar+Fission
0.0,0.0,33,1.0,527,6p Solar+Fission
0.0,0.0,12,1.0,528,6p Solar+Fission
0.0,0.0,16,1.0,529,6p Solar+Fission
0.0,0.0,0,1.0,530,6p Solar+Fission
0.0,0.0,8,1.0,531,6p Solar+Fission
0.0,0.0,7,1.0,532,6p Solar+Fission
0.0,0.0,8,1.0,533,6p Solar+Fission
0.0,0.0,58,1.0,534,6p Solar+Fission
0.0,0.0,39,1.0,535,6p Solar+Fission
0.0,0.0,32,1.0,536,6p Solar+Fission
0.0,0.0,42,1.0,537,6p Solar+Fission
0.0,0.0,35,1.0,538,6p Solar+Fission
0.0,0.0,1,1.0,539,6p Solar+Fission
0.0,0.0,13,1.0,540,6p Solar+Fission
0.0,0.0,47,1.0,541,6p Solar+Fission
0.0,0.0,43,1.0,542,6p Solar+Fission
0.0,0.0,15,1.0,543,6p Solar+Fission
0.0,0.0,37,1.0,544,6p Solar+Fission
0.0,0.0,39,1.0,545,6p Solar+Fission
0.0,0.0,35,1.0,546,6p Solar+Fission
0.0,0.0,25,1.0,547,6p Solar+Fission
0.0,0.0,32,1.0,548,6p Solar+Fission
0.0,0.0,4,1.0,549,6p Solar+Fission
0.0,0.0,34,1.0,550,6p Solar+Fission
0.0,0.0,10,1.0,551,6p Solar+Fission
0.0,0.0,25,1.0,552,6p Solar+Fission
0.0,0.0,13,1.0,553,6p Solar+Fission
0.0,0.0,8,1.0,554,6p Solar+Fission
0.0,0.0,23,1.0,555,6p Solar+Fission
0.0,0.0,8,1.0,556,6p Solar+Fission
0.0,0.0,12,1.0,557,6p Solar+Fission
0.0,0.0,12,1.0,558,6p Solar+Fission
0.0,0.0,7,1.0,559,6p Solar+Fission
0.0,0.0,9,1.0,560,6p Solar+Fission
0.0,0.0,18,1.0,561,6p Solar+Fission
0.0,0.0,0,1.0,562,6p Solar+Fission
0.0,0.0,47,1.0,563,6p Solar+Fission
0.0,0.0,66,1.0,564,6p Solar+Fission
0.0,0.0,51,1.0,565,6p Solar+Fission
0.0,0.0,40,1.0,566,6p Solar+Fission
0.0,0.0,2,1.0,567,6p Solar+Fission
0.0,0.0,34,1.0,568,6p Solar+Fission
24.6,17.625979536584477,26,0.9985029940119761,569,6p Solar+Fission
0.0,0.0,46,1.0,570,6p Solar+Fission
0.0,0.0,14,1.0,571,6p Solar+Fission
0.0,0.0,8,1.0,572,6p Solar+Fission
0.0,0.0,3,1.0,573,6p Solar+Fission
0.0,0.0,10,1.0,574,6p Solar+Fission
0.0,0.0,16,1.0,575,6p Solar+Fission
0.0,0.0,12,1.0,576,6p Solar+Fission
0.0,0.0,108,1.0,577,6p Solar+Fission
0.0,0.0,39,1.0,578,6p Solar+Fission
0.0,0.0,48,1.0,579,6p Solar+Fission
0.0,0.0,7,1.0,580,6p Solar+Fission
0.0,0.0,19,1.0,581,6p Solar+Fission
0.0,0.0,30,1.0,582,6p Solar+Fission
0.0,0.0,31,1.0,583,6p Solar+Fission
0.0,0.0,80,1.0,584,6p Solar+Fission
24.6,16.133916335149205,12,0.9985029940119761,585,6p Solar+Fission
0.0,0.0,24,1.0,586,6p Solar+Fission
0.0,0.0,30,1.0,587,6p Solar+Fission
0.0,0.0,9,1.0,588,6p Solar+Fission
0.0,0.0,10,1.0,589,6p Solar+Fission
0.0,0.0,17,1.0,590,6p Solar+Fission
0.0,0.0,5,1.0,591,6p Solar+Fission
0.0,0.0,24,1.0,592,6p Solar+Fission
0.0,0.0,17,1.0,593,6p Solar+Fission
0.0,0.0,40,1.0,594,6p Solar+Fission
0.0,0.0,50,1.0,595,6p Solar+Fission
0.0,0.0,35,1.0,596,6p Solar+Fission
0.0,0.0,10,1.0,597,6p Solar+Fission
0.0,0.0,24,1.0,598,6p Solar+Fission
0.0,0.0,9,1.0,599,6p Solar+Fission
0.0,0.0,77,1.0,600,6p Solar+Fission
0.0,0.0,1,1.0,601,6p Solar+Fission
0.0,0.0,51,1.0,602,6p Solar+Fission
0.0,0.0,5,1.0,603,6p Solar+Fission
0.0,0.0,2,1.0,604,6p Solar+Fission
0.0,0.0,30,1.0,605,6p Solar+Fission
0.0,0.0,11,1.0,606,6p Solar+Fission
0.0,0.0,39,1.0,607,6p Solar+Fission
0.0,0.0,14,1.0,608,6p Solar+Fission
0.0,0.0,22,1.0,609,6p Solar+Fission
0.0,0.0,51,1.0,610,6p Solar+Fission
0.0,0.0,68,1.0,611,6p Solar+Fission
0.0,0.0,63,1.0,612,6p Solar+Fission
0.0,0.0,13,1.0,613,6p Solar+Fission
0.0,0.0,16,1.0,614,6p Solar+Fission
0.0,0.0,2,1.0,615,6p Solar+Fission
0.0,0.0,0,1.0,616,6p Solar+Fission
0.0,0.0,16,1.0,617,6p Solar+Fission
0.0,0.0,14,1.0,618,6p Solar+Fission
0.0,0.0,19,1.0,619,6p Solar+Fission
0.0,0.0,12,1.0,620,6p Solar+Fission
0.0,0.0,2,1.0,621,6p Solar+Fission
0.0,0.0,41,1.0,622,6p Solar+Fission
0.0,0.0,19,1.0,623,6p Solar+Fission
0.0,0.0,34,1.0,624,6p Solar+Fission
0.0,0.0,16,1.0,625,6p Solar+Fission
0.0,0.0,23,1.0,626,6p Solar+Fission
0.0,0.0,9,1.0,627,6p Solar+Fission
0.0,0.0,35,1.0,628,6p Solar+Fission
0.0,0.0,16,1.0,629,6p Solar+Fission
0.0,0.0,14,1.0,630,6p Solar+Fission
0.0,0.0,34,1.0,631,6p Solar+Fission
0.0,0.0,10,1.0,632,6p Solar+Fission
0.0,0.0,20,1.0,633,6p Solar+Fission
0.0,0.0,0,1.0,634,6p Solar+Fission
0.0,0.0,74,1.0,635,6p Solar+Fission
0.0,0.0,23,1.0,636,6p Solar+Fission
0.0,0.0,44,1.0,637,6p Solar+Fission
0.0,0.0,17,1.0,638,6p Solar+Fission
0.0,0.0,9,1.0,639,6p Solar+Fission
0.0,0.0,30,1.0,640,6p Solar+Fission
0.0,0.0,11,1.0,641,6p Solar+Fission
0.0,0.0,88,1.0,642,6p Solar+Fission
0.0,0.0,34,1.0,643,6p Solar+Fission
0.0,0.0,7,1.0,644,6p Solar+Fission
24.6,17.581225352906817,6,0.9985029940119761,645,6p Solar+Fission
0.0,0.0,1,1.0,646,6p Solar+Fission
0.0,0.0,7,1.0,647,6p Solar+Fission
0.0,0.0,14,1.0,648,6p Solar+Fission
0.0,0.0,30,1.0,649,6p Solar+Fission
0.0,0.0,51,1.0,650,6p Solar+Fission
0.0,0.0,36,1.0,651,6p Solar+Fission
0.0,0.0,10,1.0,652,6p Solar+Fission
0.0,0.0,56,1.0,653,6p Solar+Fission
0.0,0.0,7,1.0,654,6p Solar+Fission
0.0,0.0,58,1.0,655,6p Solar+Fission
24.6,17.49596062690868,70,0.9985029940119761,656,6p Solar+Fission
0.0,0.0,80,1.0,657,6p Solar+Fission
0.0,0.0,10,1.0,658,6p Solar+Fission
0.0,0.0,28,1.0,659,6p Solar+Fission
0.0,0.0,16,1.0,660,6p Solar+Fission
0.0,0.0,55,1.0,661,6p Solar+Fission
0.0,0.0,2,1.0,662,6p Solar+Fission
0.0,0.0,17,1.0,663,6p Solar+Fission
0.0,0.0,18,1.0,664,6p Solar+Fission
0.0,0.0,24,1.0,665,6p Solar+Fission
0.0,0.0,4,1.0,666,6p Solar+Fission
0.0,0.0,15,1.0,667,6p Solar+Fission
0.0,0.0,0,1.0,668,6p Solar+Fission
0.0,0.0,1,1.0,669,6p Solar+Fission
0.0,0.0,19,1.0,670,6p Solar+Fission
0.0,0.0,3,1.0,671,6p Solar+Fission
0.0,0.0,25,1.0,672,6p Solar+Fission
0.0,0.0,26,1.0,673,6p Solar+Fission
0.0,0.0,11,1.0,674,6p Solar+Fission
0.0,0.0,16,1.0,675,6p Solar+Fission
0.0,0.0,13,1.0,676,6p Solar+Fission
0.0,0.0,36,1.0,677,6p Solar+Fission
0.0,0.0,49,1.0,678,6p Solar+Fission
0.0,0.0,47,1.0,679,6p Solar+Fission
0.0,0.0,38,1.0,680,6p Solar+Fission
0.0,0.0,60,1.0,681,6p Solar+Fission
0.0,0.0,0,1.0,682,6p Solar+Fission
0.0,0.0,7,1.0,683,6p Solar+Fission
0.0,0.0,85,1.0,684,6p Solar+Fission
0.0,0.0,11,1.0,685,6p Solar+Fission
0.0,0.0,8,1.0,686,6p Solar+Fission
0.0,0.0,35,1.0,687,6p Solar+Fission
0.0,0.0,9,1.0,688,6p Solar+Fission
0.0,0.0,8,1.0,689,6p Solar+Fission
0.0,0.0,27,1.0,690,6p Solar+Fission
0.0,0.0,56,1.0,691,6p Solar+Fission
0.0,0.0,2,1.0,692,6p Solar+Fission
0.0,0.0,17,1.0,693,6p Solar+Fission
0.0,0.0,10,1.0,694,6p Solar+Fission
0.0,0.0,3,1.0,695,6p Solar+Fission
0.0,0.0,18,1.0,696,6p Solar+Fission
0.0,0.0,6,1.0,697,6p Solar+Fission
0.0,0.0,1,1.0,698,6p Solar+Fission
0.0,0.0,3,1.0,699,6p Solar+Fission
0.0,0.0,15,1.0,700,6p Solar+Fission
0.0,0.0,9,1.0,701,6p Solar+Fission
0.0,0.0,0,1.0,702,6p Solar+Fission
0.0,0.0,9,1.0,703,6p Solar+Fission
24.6,17.581225352906817,29,0.9985029940119761,704,6p Solar+Fission
0.0,0.0,44,1.0,705,6p Solar+Fission
0.0,0.0,22,1.0,706,6p Solar+Fission
0.0,0.0,14,1.0,707,6p Solar+Fission
0.0,0.0,26,1.0,708,6p Solar+Fission
0.0,0.0,14,1.0,709,6p Solar+Fission
0.0,0.0,16,1.0,710,6p Solar+Fission
0.0,0.0,4,1.0,711,6p Solar+Fission
0.0,0.0,12,1.0,712,6p Solar+Fission
0.0,0.0,69,1.0,713,6p Solar+Fission
0.0,0.0,13,1.0,714,6p Solar+Fission
0.0,0.0,43,1.0,715,6p Solar+Fission
0.0,0.0,6,1.0,716,6p Solar+Fission
0.0,0.0,1,1.0,717,6p Solar+Fission
0.0,0.0,48,1.0,718,6p Solar+Fission
0.0,0.0,23,1.0,719,6p Solar+Fission
0.0,0.0,22,1.0,720,6p Solar+Fission
0.0,0.0,31,1.0,721,6p Solar+Fission
0.0,0.0,42,1.0,722,6p Solar+Fission
0.0,0.0,68,1.0,723,6p Solar+Fission
0.0,0.0,14,1.0,724,6p Solar+Fission
0.0,0.0,20,1.0,725,6p Solar+Fission
0.0,0.0,10,1.0,726,6p Solar+Fission
0.0,0.0,4,1.0,727,6p Solar+Fission
0.0,0.0,16,1.0,728,6p Solar+Fission
0.0,0.0,3,1.0,729,6p Solar+Fission
0.0,0.0,17,1.0,730,6p Solar+Fission
0.0,0.0,60,1.0,731,6p Solar+Fission
0.0,0.0,12,1.0,732,6p Solar+Fission
0.0,0.0,75,1.0,733,6p Solar+Fission
0.0,0.0,113,1.0,734,6p Solar+Fission
0.0,0.0,5,1.0,735,6p Solar+Fission
0.0,0.0,5,1.0,736,6p Solar+Fission
0.0,0.0,30,1.0,737,6p Solar+Fission
0.0,0.0,32,1.0,738,6p Solar+Fission
0.0,0.0,6,1.0,739,6p Solar+Fission
0.0,0.0,3,1.0,740,6p Solar+Fission
0.0,0.0,5,1.0,741,6p Solar+Fission
0.0,0.0,2,1.0,742,6p Solar+Fission
0.0,0.0,18,1.0,743,6p Solar+Fission
0.0,0.0,39,1.0,744,6p Solar+Fission
0.0,0.0,25,1.0,745,6p Solar+Fission
0.0,0.0,21,1.0,746,6p Solar+Fission
0.0,0.0,40,1.0,747,6p Solar+Fission
0.0,0.0,24,1.0,748,6p Solar+Fission
0.0,0.0,4,1.0,749,6p Solar+Fission
0.0,0.0,23,1.0,750,6p Solar+Fission
0.0,0.0,13,1.0,751,6p Solar+Fission
0.0,0.0,24,1.0,752,6p Solar+Fission
0.0,0.0,82,1.0,753,6p Solar+Fission
0.0,0.0,44,1.0,754,6p Solar+Fission
0.0,0.0,10,1.0,755,6p Solar+Fission
0.0,0.0,36,1.0,756,6p Solar+Fission
0.0,0.0,66,1.0,757,6p Solar+Fission
0.0,0.0,21,1.0,758,6p Solar+Fission
24.6,11.076686530260854,16,0.9985029940119761,759,6p Solar+Fission
0.0,0.0,29,1.0,760,6p Solar+Fission
0.0,0.0,35,1.0,761,6p Solar+Fission
0.0,0.0,17,1.0,762,6p Solar+Fission
0.0,0.0,7,1.0,763,6p Solar+Fission
0.0,0.0,12,1.0,764,6p Solar+Fission
0.0,0.0,2,1.0,765,6p Solar+Fission
0.0,0.0,44,1.0,766,6p Solar+Fission
0.0,0.0,24,1.0,767,6p Solar+Fission
0.0,0.0,48,1.0,768,6p Solar+Fission
0.0,0.0,24,1.0,769,6p Solar+Fission
0.0,0.0,30,1.0,770,6p Solar+Fission
0.0,0.0,27,1.0,771,6p Solar+Fission
0.0,0.0,31,1.0,772,6p Solar+Fission
0.0,0.0,21,1.0,773,6p Solar+Fission
0.0,0.0,52,1.0,774,6p Solar+Fission
0.0,0.0,15,1.0,775,6p Solar+Fission
0.0,0.0,24,1.0,776,6p Solar+Fission
0.0,0.0,29,1.0,777,6p Solar+Fission
0.0,0.0,27,1.0,778,6p Solar+Fission
0.0,0.0,34,1.0,779,6p Solar+Fission
0.0,0.0,20,1.0,780,6p Solar+Fission
0.0,0.0,49,1.0,781,6p Solar+Fission
0.0,0.0,33,1.0,782,6p Solar+Fission
0.0,0.0,34,1.0,783,6p Solar+Fission
0.0,0.0,72,1.0,784,6p Solar+Fission
0.0,0.0,15,1.0,785,6p Solar+Fission
0.0,0.0,3,1.0,786,6p Solar+Fission
0.0,0.0,0,1.0,787,6p Solar+Fission
0.0,0.0,22,1.0,788,6p Solar+Fission
0.0,0.0,28,1.0,789,6p Solar+Fission
0.0,0.0,33,1.0,790,6p Solar+Fission
0.0,0.0,12,1.0,791,6p Solar+Fission
0.0,0.0,43,1.0,792,6p Solar+Fission
0.0,0.0,11,1.0,793,6p Solar+Fission
0.0,0.0,33,1.0,794,6p Solar+Fission
0.0,0.0,5,1.0,795,6p Solar+Fission
0.0,0.0,12,1.0,796,6p Solar+Fission
0.0,0.0,11,1.0,797,6p Solar+Fission
0.0,0.0,27,1.0,798,6p Solar+Fission
0.0,0.0,1,1.0,799,6p Solar+Fission
0.0,0.0,9,1.0,800,6p Solar+Fission
0.0,0.0,76,1.0,801,6p Solar+Fission
0.0,0.0,11,1.0,802,6p Solar+Fission
0.0,0.0,39,1.0,803,6p Solar+Fission
0.0,0.0,14,1.0,804,6p Solar+Fission
0.0,0.0,24,1.0,805,6p Solar+Fission
0.0,0.0,1,1.0,806,6p Solar+Fission
0.0,0.0,3,1.0,807,6p Solar+Fission
0.0,0.0,2,1.0,808,6p Solar+Fission
0.0,0.0,29,1.0,809,6p Solar+Fission
0.0,0.0,23,1.0,810,6p Solar+Fission
0.0,0.0,31,1.0,811,6p Solar+Fission
0.0,0.0,29,1.0,812,6p Solar+Fission
0.0,0.0,45,1.0,813,6p Solar+Fission
0.0,0.0,34,1.0,814,6p Solar+Fission
24.6,17.086331953843448,32,0.9985029940119761,815,6p Solar+Fission
0.0,0.0,13,1.0,816,6p Solar+Fission
0.0,0.0,2,1.0,817,6p Solar+Fission
0.0,0.0,3,1.0,818,6p Solar+Fission
0.0,0.0,35,1.0,819,6p Solar+Fission
0.0,0.0,19,1.0,820,6p Solar+Fission
0.0,0.0,24,1.0,821,6p Solar+Fission
0.0,0.0,24,1.0,822,6p Solar+Fission
0.0,0.0,8,1.0,823,6p Solar+Fission
0.0,0.0,23,1.0,824,6p Solar+Fission
0.0,0.0,12,1.0,825,6p Solar+Fission
0.0,0.0,6,1.0,826,6p Solar+Fission
0.0,0.0,19,1.0,827,6p Solar+Fission
0.0,0.0,72,1.0,828,6p Solar+Fission
0.0,0.0,33,1.0,829,6p Solar+Fission
0.0,0.0,11,1.0,830,6p Solar+Fission
0.0,0.0,38,1.0,831,6p Solar+Fission
0.0,0.0,45,1.0,832,6p Solar+Fission
0.0,0.0,68,1.0,833,6p Solar+Fission
0.0,0.0,28,1.0,834,6p Solar+Fission
0.0,0.0,4,1.0,835,6p Solar+Fission
0.0,0.0,12,1.0,836,6p Solar+Fission
0.0,0.0,39,1.0,837,6p Solar+Fission
0.0,0.0,10,1.0,838,6p Solar+Fission
0.0,0.0,26,1.0,839,6p Solar+Fission
0.0,0.0,54,1.0,840,6p Solar+Fission
0.0,0.0,4,1.0,841,6p Solar+Fission
0.0,0.0,11,1.0,842,6p Solar+Fission
0.0,0.0,50,1.0,843,6p Solar+Fission
0.0,0.0,0,1.0,844,6p Solar+Fission
0.0,0.0,13,1.0,845,6p Solar+Fission
0.0,0.0,19,1.0,846,6p Solar+Fission
0.0,0.0,2,1.0,847,6p Solar+Fission
0.0,0.0,2,1.0,848,6p Solar+Fission
0.0,0.0,25,1.0,849,6p Solar+Fission
0.0,0.0,48,1.0,850,6p Solar+Fission
0.0,0.0,67,1.0,851,6p Solar+Fission
0.0,0.0,12,1.0,852,6p Solar+Fission
0.0,0.0,22,1.0,853,6p Solar+Fission
0.0,0.0,6,1.0,854,6p Solar+Fission
0.0,0.0,37,1.0,855,6p Solar+Fission
0.0,0.0,26,1.0,856,6p Solar+Fission
0.0,0.0,6,1.0,857,6p Solar+Fission
0.0,0.0,1,1.0,858,6p Solar+Fission
0.0,0.0,27,1.0,859,6p Solar+Fission
0.0,0.0,4,1.0,860,6p Solar+Fission
0.0,0.0,46,1.0,861,6p Solar+Fission
0.0,0.0,27,1.0,862,6p Solar+Fission
0.0,0.0,18,1.0,863,6p Solar+Fission
0.0,0.0,8,1.0,864,6p Solar+Fission
0.0,0.0,14,1.0,865,6p Solar+Fission
0.0,0.0,34,1.0,866,6p Solar+Fission
0.0,0.0,4,1.0,867,6p Solar+Fission
0.0,0.0,89,1.0,868,6p Solar+Fission
0.0,0.0,13,1.0,869,6p Solar+Fission
0.0,0.0,9,1.0,870,6p Solar+Fission
0.0,0.0,27,1.0,871,6p Solar+Fission
0.0,0.0,17,1.0,872,6p Solar+Fission
0.0,0.0,8,1.0,873,6p Solar+Fission
0.0,0.0,57,1.0,874,6p Solar+Fission
0.0,0.0,14,1.0,875,6p Solar+Fission
0.0,0.0,9,1.0,876,6p Solar+Fission
0.0,0.0,2,1.0,877,6p Solar+Fission
0.0,0.0,18,1.0,878,6p Solar+Fission
0.0,0.0,30,1.0,879,6p Solar+Fission
0.0,0.0,27,1.0,880,6p Solar+Fission
0.0,0.0,9,1.0,881,6p Solar+Fission
0.0,0.0,12,1.0,882,6p Solar+Fission
0.0,0.0,14,1.0,883,6p Solar+Fission
0.0,0.0,2,1.0,884,6p Solar+Fission
0.0,0.0,1,1.0,885,6p Solar+Fission
0.0,0.0,17,1.0,886,6p Solar+Fission
0.0,0.0,13,1.0,887,6p Solar+Fission
0.0,0.0,9,1.0,888,6p Solar+Fission
0.0,0.0,25,1.0,889,6p Solar+Fission
0.0,0.0,39,1.0,890,6p Solar+Fission
0.0,0.0,23,1.0,891,6p Solar+Fission
0.0,0.0,21,1.0,892,6p Solar+Fission
0.0,0.0,1,1.0,893,6p Solar+Fission
0.0,0.0,14,1.0,894,6p Solar+Fission
0.0,0.0,71,1.0,895,6p Solar+Fission
0.0,0.0,42,1.0,896,6p Solar+Fission
0.0,0.0,8,1.0,897,6p Solar+Fission
0.0,0.0,50,1.0,898,6p Solar+Fission
0.0,0.0,17,1.0,899,6p Solar+Fission
0.0,0.0,11,1.0,900,6p Solar+Fission
0.0,0.0,39,1.0,901,6p Solar+Fission
0.0,0.0,48,1.0,902,6p Solar+Fission
0.0,0.0,10,1.0,903,6p Solar+Fission
0.0,0.0,7,1.0,904,6p Solar+Fission
0.0,0.0,20,1.0,905,6p Solar+Fission
0.0,0.0,15,1.0,906,6p Solar+Fission
0.0,0.0,31,1.0,907,6p Solar+Fission
0.0,0.0,23,1.0,908,6p Solar+Fission
0.0,0.0,0,1.0,909,6p Solar+Fission
0.0,0.0,47,1.0,910,6p Solar+Fission
0.0,0.0,1,1.0,911,6p Solar+Fission
0.0,0.0,15,1.0,912,6p Solar+Fission
0.0,0.0,9,1.0,913,6p Solar+Fission
0.0,0.0,8,1.0,914,6p Solar+Fission
0.0,0.0,9,1.0,915,6p Solar+Fission
0.0,0.0,6,1.0,916,6p Solar+Fission
0.0,0.0,55,1.0,917,6p Solar+Fission
0.0,0.0,37,1.0,918,6p Solar+Fission
0.0,0.0,6,1.0,919,6p Solar+Fission
0.0,0.0,1,1.0,920,6p Solar+Fission
0.0,0.0,14,1.0,921,6p Solar+Fission
0.0,0.0,24,1.0,922,6p Solar+Fission
0.0,0.0,25,1.0,923,6p Solar+Fission
0.0,0.0,31,1.0,924,6p Solar+Fission
0.0,0.0,11,1.0,925,6p Solar+Fission
0.0,0.0,3,1.0,926,6p Solar+Fission
0.0,0.0,4,1.0,927,6p Solar+Fission
0.0,0.0,34,1.0,928,6p Solar+Fission
0.0,0.0,9,1.0,929,6p Solar+Fission
0.0,0.0,8,1.0,930,6p Solar+Fission
0.0,0.0,22,1.0,931,6p Solar+Fission
0.0,0.0,36,1.0,932,6p Solar+Fission
0.0,0.0,27,1.0,933,6p Solar+Fission
0.0,0.0,39,1.0,934,6p Solar+Fission
0.0,0.0,19,1.0,935,6p Solar+Fission
0.0,0.0,58,1.0,936,6p Solar+Fission
0.0,0.0,57,1.0,937,6p Solar+Fission
0.0,0.0,29,1.0,938,6p Solar+Fission
0.0,0.0,41,1.0,939,6p Solar+Fission
0.0,0.0,2,1.0,940,6p Solar+Fission
0.0,0.0,26,1.0,941,6p Solar+Fission
0.0,0.0,11,1.0,942,6p Solar+Fission
0.0,0.0,56,1.0,943,6p Solar+Fission
0.0,0.0,5,1.0,944,6p Solar+Fission
0.0,0.0,8,1.0,945,6p Solar+Fission
0.0,0.0,26,1.0,946,6p Solar+Fission
0.0,0.0,8,1.0,947,6p Solar+Fission
0.0,0.0,51,1.0,948,6p Solar+Fission
0.0,0.0,18,1.0,949,6p Solar+Fission
0.0,0.0,8,1.0,950,6p Solar+Fission
0.0,0.0,47,1.0,951,6p Solar+Fission
0.0,0.0,3,1.0,952,6p Solar+Fission
0.0,0.0,8,1.0,953,6p Solar+Fission
0.0,0.0,2,1.0,954,6p Solar+Fission
0.0,0.0,59,1.0,955,6p Solar+Fission
0.0,0.0,50,1.0,956,6p Solar+Fission
0.0,0.0,67,1.0,957,6p Solar+Fission
0.0,0.0,68,1.0,958,6p Solar+Fission
0.0,0.0,25,1.0,959,6p Solar+Fission
0.0,0.0,19,1.0,960,6p Solar+Fission
0.0,0.0,20,1.0,961,6p Solar+Fission
0.0,0.0,30,1.0,962,6p Solar+Fission
0.0,0.0,8,1.0,963,6p Solar+Fission
0.0,0.0,20,1.0,964,6p Solar+Fission
0.0,0.0,7,1.0,965,6p Solar+Fission
0.0,0.0,15,1.0,966,6p Solar+Fission
0.0,0.0,45,1.0,967,6p Solar+Fission
0.0,0.0,7,1.0,968,6p Solar+Fission
0.0,0.0,1,1.0,969,6p Solar+Fission
0.0,0.0,5,1.0,970,6p Solar+Fission
0.0,0.0,26,1.0,971,6p Solar+Fission
0.0,0.0,62,1.0,972,6p Solar+Fission
0.0,0.0,2,1.0,973,6p Solar+Fission
0.0,0.0,5,1.0,974,6p Solar+Fission
0.0,0.0,51,1.0,975,6p Solar+Fission
0.0,0.0,11,1.0,976,6p Solar+Fission
0.0,0.0,6,1.0,977,6p Solar+Fission
0.0,0.0,7,1.0,978,6p Solar+Fission
0.0,0.0,39,1.0,979,6p Solar+Fission
0.0,0.0,29,1.0,980,6p Solar+Fission
0.0,0.0,3,1.0,981,6p Solar+Fission
0.0,0.0,24,1.0,982,6p Solar+Fission
0.0,0.0,6,1.0,983,6p Solar+Fission
0.0,0.0,26,1.0,984,6p Solar+Fission
0.0,0.0,16,1.0,985,6p Solar+Fission
0.0,0.0,29,1.0,986,6p Solar+Fission
0.0,0.0,3,1.0,987,6p Solar+Fission
0.0,0.0,11,1.0,988,6p Solar+Fission
0.0,0.0,4,1.0,989,6p Solar+Fission
0.0,0.0,8,1.0,990,6p Solar+Fission
0.0,0.0,23,1.0,991,6p Solar+Fission
0.0,0.0,1,1.0,992,6p Solar+Fission
0.0,0.0,23,1.0,993,6p Solar+Fission
24.6,16.107486435108655,27,0.9985029940119761,994,6p Solar+Fission
0.0,0.0,35,1.0,995,6p Solar+Fission
0.0,0.0,40,1.0,996,6p Solar+Fission
0.0,0.0,32,1.0,997,6p Solar+Fission
0.0,0.0,22,1.0,998,6p Solar+Fission
0.0,0.0,3,1.0,999,6p Solar+Fission
